DATE,BOROUGH,POPULATION,POPULATION PERCENTAGE,AWND,PRCP,SNOW,TAVG,TMAX,TMIN,TSUN
2011 / 07,Manhattan,1585873,19.24,1.9,77,0,26.81,31.6,22.01,
2011 / 08,Manhattan,1585873,19.24,2,481.3,0,24.04,28.28,19.8,
2011 / 09,Manhattan,1585873,19.24,2,238.6,0,21.13,24.57,17.69,
2011 / 10,Manhattan,1585873,19.24,2.4,154.7,74,13.94,17.65,10.23,
2011 / 11,Manhattan,1585873,19.24,2.5,77.4,0,11.04,14.74,7.35,
2011 / 12,Manhattan,1585873,19.24,2.6,101.8,0,6.28,9.85,2.7,
2011 / 01,Queens,2250002,27.3,2.9,125.5,913,-1.29,1.53,-4.1,
2011 / 02,Queens,2250002,27.3,3.5,88.1,122,2.24,6.52,-2.04,
2011 / 03,Queens,2250002,27.3,3.4,157.3,25,5.73,9.96,1.5,
2011 / 04,Queens,2250002,27.3,3.3,136.1,0,12.38,16.99,7.77,
2011 / 05,Queens,2250002,27.3,2.5,129.8,0,18.05,22.42,13.67,
2011 / 06,Queens,2250002,27.3,2.1,82.7,0,22.4,26.79,18.01,
2011 / 07,Queens,2250002,27.3,1.9,77,0,26.81,31.6,22.01,
2011 / 08,Queens,2250002,27.3,2,481.3,0,24.04,28.28,19.8,
2011 / 09,Queens,2250002,27.3,2,238.6,0,21.13,24.57,17.69,
2011 / 10,Queens,2250002,27.3,2.4,154.7,74,13.94,17.65,10.23,
2011 / 11,Queens,2250002,27.3,2.5,77.4,0,11.04,14.74,7.35,
2011 / 12,Queens,2250002,27.3,2.6,101.8,0,6.28,9.85,2.7,
2011 / 01,Staten Island,468730,5.69,2.9,125.5,913,-1.29,1.53,-4.1,
2011 / 02,Staten Island,468730,5.69,3.5,88.1,122,2.24,6.52,-2.04,
2011 / 03,Staten Island,468730,5.69,3.4,157.3,25,5.73,9.96,1.5,
2011 / 04,Staten Island,468730,5.69,3.3,136.1,0,12.38,16.99,7.77,
2011 / 05,Staten Island,468730,5.69,2.5,129.8,0,18.05,22.42,13.67,
2011 / 06,Staten Island,468730,5.69,2.1,82.7,0,22.4,26.79,18.01,
2011 / 07,Staten Island,468730,5.69,1.9,77,0,26.81,31.6,22.01,
2011 / 08,Staten Island,468730,5.69,2,481.3,0,24.04,28.28,19.8,
2011 / 09,Staten Island,468730,5.69,2,238.6,0,21.13,24.57,17.69,
2011 / 10,Staten Island,468730,5.69,2.4,154.7,74,13.94,17.65,10.23,
2011 / 11,Staten Island,468730,5.69,2.5,77.4,0,11.04,14.74,7.35,
2011 / 12,Staten Island,468730,5.69,2.6,101.8,0,6.28,9.85,2.7,
2012 / 01,Bronx,1385108,16.8,,82.1,109,2.96,6.79,-0.87,
2012 / 02,Bronx,1385108,16.8,3,34.9,5,4.93,8.24,1.62,
2012 / 03,Bronx,1385108,16.8,2.6,24.4,0,10.52,15.11,5.93,
2012 / 04,Bronx,1385108,16.8,2.5,90.5,0,12.64,17.58,7.71,
2012 / 05,Bronx,1385108,16.8,1.7,136.5,0,18.39,22.23,14.56,
2012 / 06,Bronx,1385108,16.8,2,75.6,0,21.66,26.09,17.23,
2012 / 07,Bronx,1385108,16.8,1.8,106.9,0,25.98,30.7,21.25,
2012 / 08,Bronx,1385108,16.8,1.5,74.1,0,24.84,28.99,20.68,
2012 / 09,Bronx,1385108,16.8,1.8,111.6,0,20.45,24.38,16.52,
2012 / 10,Bronx,1385108,16.8,2.2,74.4,0,14.47,17.62,11.33,
2012 / 11,Bronx,1385108,16.8,2.6,46,119,6.6,9.84,3.35,
2012 / 12,Bronx,1385108,16.8,2.9,122,10,5.26,7.95,2.57,
2012 / 01,Brooklyn,2552911,30.97,,82.1,109,2.96,6.79,-0.87,
2012 / 02,Brooklyn,2552911,30.97,3,34.9,5,4.93,8.24,1.62,
2012 / 03,Brooklyn,2552911,30.97,2.6,24.4,0,10.52,15.11,5.93,
2012 / 04,Brooklyn,2552911,30.97,2.5,90.5,0,12.64,17.58,7.71,
2012 / 05,Brooklyn,2552911,30.97,1.7,136.5,0,18.39,22.23,14.56,
2012 / 06,Brooklyn,2552911,30.97,2,75.6,0,21.66,26.09,17.23,
2012 / 07,Brooklyn,2552911,30.97,1.8,106.9,0,25.98,30.7,21.25,
2012 / 08,Brooklyn,2552911,30.97,1.5,74.1,0,24.84,28.99,20.68,
2012 / 09,Brooklyn,2552911,30.97,1.8,111.6,0,20.45,24.38,16.52,
2012 / 10,Brooklyn,2552911,30.97,2.2,74.4,0,14.47,17.62,11.33,
2012 / 11,Brooklyn,2552911,30.97,2.6,46,119,6.6,9.84,3.35,
2012 / 12,Brooklyn,2552911,30.97,2.9,122,10,5.26,7.95,2.57,
2012 / 01,Manhattan,1585873,19.24,,82.1,109,2.96,6.79,-0.87,
2012 / 02,Manhattan,1585873,19.24,3,34.9,5,4.93,8.24,1.62,
2012 / 03,Manhattan,1585873,19.24,2.6,24.4,0,10.52,15.11,5.93,
2012 / 04,Manhattan,1585873,19.24,2.5,90.5,0,12.64,17.58,7.71,
2012 / 05,Manhattan,1585873,19.24,1.7,136.5,0,18.39,22.23,14.56,
2012 / 06,Manhattan,1585873,19.24,2,75.6,0,21.66,26.09,17.23,
2012 / 07,Manhattan,1585873,19.24,1.8,106.9,0,25.98,30.7,21.25,
2012 / 08,Manhattan,1585873,19.24,1.5,74.1,0,24.84,28.99,20.68,
2012 / 09,Manhattan,1585873,19.24,1.8,111.6,0,20.45,24.38,16.52,
2012 / 10,Manhattan,1585873,19.24,2.2,74.4,0,14.47,17.62,11.33,
2012 / 11,Manhattan,1585873,19.24,2.6,46,119,6.6,9.84,3.35,
2012 / 12,Manhattan,1585873,19.24,2.9,122,10,5.26,7.95,2.57,
2012 / 01,Queens,2250002,27.3,,82.1,109,2.96,6.79,-0.87,
2012 / 02,Queens,2250002,27.3,3,34.9,5,4.93,8.24,1.62,
2012 / 03,Queens,2250002,27.3,2.6,24.4,0,10.52,15.11,5.93,
2012 / 04,Queens,2250002,27.3,2.5,90.5,0,12.64,17.58,7.71,
2012 / 05,Queens,2250002,27.3,1.7,136.5,0,18.39,22.23,14.56,
2012 / 06,Queens,2250002,27.3,2,75.6,0,21.66,26.09,17.23,
2012 / 07,Queens,2250002,27.3,1.8,106.9,0,25.98,30.7,21.25,
2012 / 08,Queens,2250002,27.3,1.5,74.1,0,24.84,28.99,20.68,
2012 / 09,Queens,2250002,27.3,1.8,111.6,0,20.45,24.38,16.52,
2012 / 10,Queens,2250002,27.3,2.2,74.4,0,14.47,17.62,11.33,
2012 / 11,Queens,2250002,27.3,2.6,46,119,6.6,9.84,3.35,
2012 / 12,Queens,2250002,27.3,2.9,122,10,5.26,7.95,2.57,
2012 / 01,Staten Island,468730,5.69,,82.1,109,2.96,6.79,-0.87,
2012 / 02,Staten Island,468730,5.69,3,34.9,5,4.93,8.24,1.62,
2012 / 03,Staten Island,468730,5.69,2.6,24.4,0,10.52,15.11,5.93,
2012 / 04,Staten Island,468730,5.69,2.5,90.5,0,12.64,17.58,7.71,
2012 / 05,Staten Island,468730,5.69,1.7,136.5,0,18.39,22.23,14.56,
2012 / 06,Staten Island,468730,5.69,2,75.6,0,21.66,26.09,17.23,
2012 / 07,Staten Island,468730,5.69,1.8,106.9,0,25.98,30.7,21.25,
2012 / 08,Staten Island,468730,5.69,1.5,74.1,0,24.84,28.99,20.68,
2012 / 09,Staten Island,468730,5.69,1.8,111.6,0,20.45,24.38,16.52,
2012 / 10,Staten Island,468730,5.69,2.2,74.4,0,14.47,17.62,11.33,
2012 / 11,Staten Island,468730,5.69,2.6,46,119,6.6,9.84,3.35,
2012 / 12,Staten Island,468730,5.69,2.9,122,10,5.26,7.95,2.57,
2013 / 01,Bronx,1385108,16.8,2.9,70.1,38,1.71,4.91,-1.48,
2013 / 02,Bronx,1385108,16.8,3.2,108,311,1.06,4.09,-1.96,
2013 / 03,Bronx,1385108,16.8,3.3,73.5,186,4.52,7.94,1.1,
2013 / 04,Bronx,1385108,16.8,2.8,33.3,0,11.67,16.29,7.05,
2013 / 05,Bronx,1385108,16.8,2.2,203.3,0,17.1,21.77,12.43,
2013 / 06,Bronx,1385108,16.8,2,256.8,0,22.59,26.83,18.34,
2013 / 07,Bronx,1385108,16.8,2,72.2,0,26.57,30.17,22.97,
2013 / 08,Bronx,1385108,16.8,1.7,72.5,0,23.67,27.53,19.81,
2013 / 09,Bronx,1385108,16.8,1.8,75,0,19.93,24.64,15.22,
2013 / 10,Bronx,1385108,16.8,2.3,9.2,0,15.66,19.38,11.94,
2013 / 11,Bronx,1385108,16.8,2.8,80.2,0,7.38,11.18,3.59,
2013 / 12,Bronx,1385108,16.8,2.6,123.2,219,3.67,6.93,0.42,
2013 / 01,Brooklyn,2552911,30.97,2.9,70.1,38,1.71,4.91,-1.48,
2013 / 02,Brooklyn,2552911,30.97,3.2,108,311,1.06,4.09,-1.96,
2013 / 03,Brooklyn,2552911,30.97,3.3,73.5,186,4.52,7.94,1.1,
2013 / 04,Brooklyn,2552911,30.97,2.8,33.3,0,11.67,16.29,7.05,
2013 / 05,Brooklyn,2552911,30.97,2.2,203.3,0,17.1,21.77,12.43,
2013 / 06,Brooklyn,2552911,30.97,2,256.8,0,22.59,26.83,18.34,
2013 / 07,Brooklyn,2552911,30.97,2,72.2,0,26.57,30.17,22.97,
2013 / 08,Brooklyn,2552911,30.97,1.7,72.5,0,23.67,27.53,19.81,
2013 / 09,Brooklyn,2552911,30.97,1.8,75,0,19.93,24.64,15.22,
2013 / 10,Brooklyn,2552911,30.97,2.3,9.2,0,15.66,19.38,11.94,
2013 / 11,Brooklyn,2552911,30.97,2.8,80.2,0,7.38,11.18,3.59,
2013 / 12,Brooklyn,2552911,30.97,2.6,123.2,219,3.67,6.93,0.42,
2013 / 01,Manhattan,1585873,19.24,2.9,70.1,38,1.71,4.91,-1.48,
2013 / 02,Manhattan,1585873,19.24,3.2,108,311,1.06,4.09,-1.96,
2013 / 03,Manhattan,1585873,19.24,3.3,73.5,186,4.52,7.94,1.1,
2013 / 04,Manhattan,1585873,19.24,2.8,33.3,0,11.67,16.29,7.05,
2013 / 05,Manhattan,1585873,19.24,2.2,203.3,0,17.1,21.77,12.43,
2013 / 06,Manhattan,1585873,19.24,2,256.8,0,22.59,26.83,18.34,
2013 / 07,Manhattan,1585873,19.24,2,72.2,0,26.57,30.17,22.97,
2013 / 08,Manhattan,1585873,19.24,1.7,72.5,0,23.67,27.53,19.81,
2013 / 09,Manhattan,1585873,19.24,1.8,75,0,19.93,24.64,15.22,
2013 / 10,Manhattan,1585873,19.24,2.3,9.2,0,15.66,19.38,11.94,
2013 / 11,Manhattan,1585873,19.24,2.8,80.2,0,7.38,11.18,3.59,
2013 / 12,Manhattan,1585873,19.24,2.6,123.2,219,3.67,6.93,0.42,
2013 / 01,Queens,2250002,27.3,2.9,70.1,38,1.71,4.91,-1.48,
2013 / 02,Queens,2250002,27.3,3.2,108,311,1.06,4.09,-1.96,
2013 / 03,Queens,2250002,27.3,3.3,73.5,186,4.52,7.94,1.1,
2013 / 04,Queens,2250002,27.3,2.8,33.3,0,11.67,16.29,7.05,
2013 / 05,Queens,2250002,27.3,2.2,203.3,0,17.1,21.77,12.43,
2013 / 06,Queens,2250002,27.3,2,256.8,0,22.59,26.83,18.34,
2013 / 07,Queens,2250002,27.3,2,72.2,0,26.57,30.17,22.97,
2013 / 08,Queens,2250002,27.3,1.7,72.5,0,23.67,27.53,19.81,
2013 / 09,Queens,2250002,27.3,1.8,75,0,19.93,24.64,15.22,
2013 / 10,Queens,2250002,27.3,2.3,9.2,0,15.66,19.38,11.94,
2013 / 11,Queens,2250002,27.3,2.8,80.2,0,7.38,11.18,3.59,
2013 / 12,Queens,2250002,27.3,2.6,123.2,219,3.67,6.93,0.42,
2013 / 01,Staten Island,468730,5.69,2.9,70.1,38,1.71,4.91,-1.48,
2013 / 02,Staten Island,468730,5.69,3.2,108,311,1.06,4.09,-1.96,
2013 / 03,Staten Island,468730,5.69,3.3,73.5,186,4.52,7.94,1.1,
2013 / 04,Staten Island,468730,5.69,2.8,33.3,0,11.67,16.29,7.05,
2013 / 05,Staten Island,468730,5.69,2.2,203.3,0,17.1,21.77,12.43,
2013 / 06,Staten Island,468730,5.69,2,256.8,0,22.59,26.83,18.34,
2013 / 07,Staten Island,468730,5.69,2,72.2,0,26.57,30.17,22.97,
2013 / 08,Staten Island,468730,5.69,1.7,72.5,0,23.67,27.53,19.81,
2013 / 09,Staten Island,468730,5.69,1.8,75,0,19.93,24.64,15.22,
2013 / 10,Staten Island,468730,5.69,2.3,9.2,0,15.66,19.38,11.94,
2013 / 11,Staten Island,468730,5.69,2.8,80.2,0,7.38,11.18,3.59,
2013 / 12,Staten Island,468730,5.69,2.6,123.2,219,3.67,6.93,0.42,
2014 / 01,Bronx,1385108,16.8,3,71,500,-1.83,1.94,-5.6,
2014 / 02,Bronx,1385108,16.8,2.8,139.2,736,-0.16,3.08,-3.4,
2014 / 03,Bronx,1385108,16.8,3.2,93.3,3,3.18,7.52,-1.17,
2014 / 04,Bronx,1385108,16.8,2.8,199.4,0,11.3,16.23,6.36,
2014 / 05,Bronx,1385108,16.8,2,111,0,17.78,22.51,13.05,
2014 / 06,Bronx,1385108,16.8,1.8,108.1,0,22.47,26.91,18.04,
2014 / 07,Bronx,1385108,16.8,1.9,142,0,24.52,28.6,20.45,
2014 / 08,Bronx,1385108,16.8,1.7,57.2,0,23.62,28.03,19.21,
2014 / 09,Bronx,1385108,16.8,1.9,30.7,0,20.97,25.16,16.77,
2014 / 10,Bronx,1385108,16.8,2.3,146.7,0,15.35,18.82,11.89,
2014 / 11,Bronx,1385108,16.8,2.4,114.6,5,7.4,10.91,3.89,
2014 / 12,Bronx,1385108,16.8,3,153.4,25,4.75,7.3,2.2,
2014 / 01,Brooklyn,2552911,30.97,3,71,500,-1.83,1.94,-5.6,
2014 / 02,Brooklyn,2552911,30.97,2.8,139.2,736,-0.16,3.08,-3.4,
2014 / 03,Brooklyn,2552911,30.97,3.2,93.3,3,3.18,7.52,-1.17,
2014 / 04,Brooklyn,2552911,30.97,2.8,199.4,0,11.3,16.23,6.36,
2014 / 05,Brooklyn,2552911,30.97,2,111,0,17.78,22.51,13.05,
2014 / 06,Brooklyn,2552911,30.97,1.8,108.1,0,22.47,26.91,18.04,
2014 / 07,Brooklyn,2552911,30.97,1.9,142,0,24.52,28.6,20.45,
2014 / 08,Brooklyn,2552911,30.97,1.7,57.2,0,23.62,28.03,19.21,
2014 / 09,Brooklyn,2552911,30.97,1.9,30.7,0,20.97,25.16,16.77,
2014 / 10,Brooklyn,2552911,30.97,2.3,146.7,0,15.35,18.82,11.89,
2014 / 11,Brooklyn,2552911,30.97,2.4,114.6,5,7.4,10.91,3.89,
2014 / 12,Brooklyn,2552911,30.97,3,153.4,25,4.75,7.3,2.2,
2014 / 01,Manhattan,1585873,19.24,3,71,500,-1.83,1.94,-5.6,
2014 / 02,Manhattan,1585873,19.24,2.8,139.2,736,-0.16,3.08,-3.4,
2014 / 03,Manhattan,1585873,19.24,3.2,93.3,3,3.18,7.52,-1.17,
2014 / 04,Manhattan,1585873,19.24,2.8,199.4,0,11.3,16.23,6.36,
2014 / 05,Manhattan,1585873,19.24,2,111,0,17.78,22.51,13.05,
2014 / 06,Manhattan,1585873,19.24,1.8,108.1,0,22.47,26.91,18.04,
2014 / 07,Manhattan,1585873,19.24,1.9,142,0,24.52,28.6,20.45,
2014 / 08,Manhattan,1585873,19.24,1.7,57.2,0,23.62,28.03,19.21,
2014 / 09,Manhattan,1585873,19.24,1.9,30.7,0,20.97,25.16,16.77,
2014 / 10,Manhattan,1585873,19.24,2.3,146.7,0,15.35,18.82,11.89,
2014 / 11,Manhattan,1585873,19.24,2.4,114.6,5,7.4,10.91,3.89,
2014 / 12,Manhattan,1585873,19.24,3,153.4,25,4.75,7.3,2.2,
2014 / 01,Queens,2250002,27.3,3,71,500,-1.83,1.94,-5.6,
2014 / 02,Queens,2250002,27.3,2.8,139.2,736,-0.16,3.08,-3.4,
2014 / 03,Queens,2250002,27.3,3.2,93.3,3,3.18,7.52,-1.17,
2014 / 04,Queens,2250002,27.3,2.8,199.4,0,11.3,16.23,6.36,
2014 / 05,Queens,2250002,27.3,2,111,0,17.78,22.51,13.05,
2014 / 06,Queens,2250002,27.3,1.8,108.1,0,22.47,26.91,18.04,
2014 / 07,Queens,2250002,27.3,1.9,142,0,24.52,28.6,20.45,
2014 / 08,Queens,2250002,27.3,1.7,57.2,0,23.62,28.03,19.21,
2014 / 09,Queens,2250002,27.3,1.9,30.7,0,20.97,25.16,16.77,
2014 / 10,Queens,2250002,27.3,2.3,146.7,0,15.35,18.82,11.89,
2014 / 11,Queens,2250002,27.3,2.4,114.6,5,7.4,10.91,3.89,
2014 / 12,Queens,2250002,27.3,3,153.4,25,4.75,7.3,2.2,
2014 / 01,Staten Island,468730,5.69,3,71,500,-1.83,1.94,-5.6,
2014 / 02,Staten Island,468730,5.69,2.8,139.2,736,-0.16,3.08,-3.4,
2014 / 03,Staten Island,468730,5.69,3.2,93.3,3,3.18,7.52,-1.17,
2014 / 04,Staten Island,468730,5.69,2.8,199.4,0,11.3,16.23,6.36,
2014 / 05,Staten Island,468730,5.69,2,111,0,17.78,22.51,13.05,
2014 / 06,Staten Island,468730,5.69,1.8,108.1,0,22.47,26.91,18.04,
2014 / 07,Staten Island,468730,5.69,1.9,142,0,24.52,28.6,20.45,
2014 / 08,Staten Island,468730,5.69,1.7,57.2,0,23.62,28.03,19.21,
2014 / 09,Staten Island,468730,5.69,1.9,30.7,0,20.97,25.16,16.77,
2014 / 10,Staten Island,468730,5.69,2.3,146.7,0,15.35,18.82,11.89,
2014 / 11,Staten Island,468730,5.69,2.4,114.6,5,7.4,10.91,3.89,
2014 / 12,Staten Island,468730,5.69,3,153.4,25,4.75,7.3,2.2,
2015 / 01,Bronx,1385108,16.8,3.3,132.7,428,-1.14,2.3,-4.58,
2015 / 02,Bronx,1385108,16.8,3.2,51.9,346,-4.41,0.08,-8.9,
2015 / 03,Bronx,1385108,16.8,2.7,120.1,473,3.41,7.36,-0.54,
2015 / 04,Bronx,1385108,16.8,2.9,52.9,0,12.37,17.01,7.73,
2015 / 05,Bronx,1385108,16.8,1.9,47.2,0,20.28,25.76,14.8,
2015 / 06,Bronx,1385108,16.8,2.1,121.7,0,21.77,25.83,17.71,
2015 / 07,Bronx,1385108,16.8,1.6,100.9,0,26,29.95,22.05,
2015 / 08,Bronx,1385108,16.8,1.7,59.7,0,26.09,30.5,21.68,
2015 / 09,Bronx,1385108,16.8,2,83.3,0,23.58,28.13,19.03,
2015 / 10,Bronx,1385108,16.8,2.3,99.4,0,14.47,18.57,10.38,
2015 / 11,Bronx,1385108,16.8,2.2,51.2,0,11.55,15.18,7.92,
2015 / 12,Bronx,1385108,16.8,2.3,120,0,10.44,13.5,7.37,
2015 / 01,Brooklyn,2552911,30.97,3.3,132.7,428,-1.14,2.3,-4.58,
2015 / 02,Brooklyn,2552911,30.97,3.2,51.9,346,-4.41,0.08,-8.9,
2015 / 03,Brooklyn,2552911,30.97,2.7,120.1,473,3.41,7.36,-0.54,
2015 / 04,Brooklyn,2552911,30.97,2.9,52.9,0,12.37,17.01,7.73,
2015 / 05,Brooklyn,2552911,30.97,1.9,47.2,0,20.28,25.76,14.8,
2015 / 06,Brooklyn,2552911,30.97,2.1,121.7,0,21.77,25.83,17.71,
2015 / 07,Brooklyn,2552911,30.97,1.6,100.9,0,26,29.95,22.05,
2015 / 08,Brooklyn,2552911,30.97,1.7,59.7,0,26.09,30.5,21.68,
2015 / 09,Brooklyn,2552911,30.97,2,83.3,0,23.58,28.13,19.03,
2015 / 10,Brooklyn,2552911,30.97,2.3,99.4,0,14.47,18.57,10.38,
2015 / 11,Brooklyn,2552911,30.97,2.2,51.2,0,11.55,15.18,7.92,
2015 / 12,Brooklyn,2552911,30.97,2.3,120,0,10.44,13.5,7.37,
2015 / 01,Manhattan,1585873,19.24,3.3,132.7,428,-1.14,2.3,-4.58,
2015 / 02,Manhattan,1585873,19.24,3.2,51.9,346,-4.41,0.08,-8.9,
2015 / 03,Manhattan,1585873,19.24,2.7,120.1,473,3.41,7.36,-0.54,
2015 / 04,Manhattan,1585873,19.24,2.9,52.9,0,12.37,17.01,7.73,
2015 / 05,Manhattan,1585873,19.24,1.9,47.2,0,20.28,25.76,14.8,
2015 / 06,Manhattan,1585873,19.24,2.1,121.7,0,21.77,25.83,17.71,
2015 / 07,Manhattan,1585873,19.24,1.6,100.9,0,26,29.95,22.05,
2015 / 08,Manhattan,1585873,19.24,1.7,59.7,0,26.09,30.5,21.68,
2015 / 09,Manhattan,1585873,19.24,2,83.3,0,23.58,28.13,19.03,
2015 / 10,Manhattan,1585873,19.24,2.3,99.4,0,14.47,18.57,10.38,
2015 / 11,Manhattan,1585873,19.24,2.2,51.2,0,11.55,15.18,7.92,
2015 / 12,Manhattan,1585873,19.24,2.3,120,0,10.44,13.5,7.37,
2015 / 01,Queens,2250002,27.3,3.3,132.7,428,-1.14,2.3,-4.58,
2015 / 02,Queens,2250002,27.3,3.2,51.9,346,-4.41,0.08,-8.9,
2015 / 03,Queens,2250002,27.3,2.7,120.1,473,3.41,7.36,-0.54,
2015 / 04,Queens,2250002,27.3,2.9,52.9,0,12.37,17.01,7.73,
2015 / 05,Queens,2250002,27.3,1.9,47.2,0,20.28,25.76,14.8,
2015 / 06,Queens,2250002,27.3,2.1,121.7,0,21.77,25.83,17.71,
2015 / 07,Queens,2250002,27.3,1.6,100.9,0,26,29.95,22.05,
2015 / 08,Queens,2250002,27.3,1.7,59.7,0,26.09,30.5,21.68,
2015 / 09,Queens,2250002,27.3,2,83.3,0,23.58,28.13,19.03,
2015 / 10,Queens,2250002,27.3,2.3,99.4,0,14.47,18.57,10.38,
2015 / 11,Queens,2250002,27.3,2.2,51.2,0,11.55,15.18,7.92,
2015 / 12,Queens,2250002,27.3,2.3,120,0,10.44,13.5,7.37,
2015 / 01,Staten Island,468730,5.69,3.3,132.7,428,-1.14,2.3,-4.58,
2015 / 02,Staten Island,468730,5.69,3.2,51.9,346,-4.41,0.08,-8.9,
2015 / 03,Staten Island,468730,5.69,2.7,120.1,473,3.41,7.36,-0.54,
2015 / 04,Staten Island,468730,5.69,2.9,52.9,0,12.37,17.01,7.73,
2015 / 05,Staten Island,468730,5.69,1.9,47.2,0,20.28,25.76,14.8,
2015 / 06,Staten Island,468730,5.69,2.1,121.7,0,21.77,25.83,17.71,
2015 / 07,Staten Island,468730,5.69,1.6,100.9,0,26,29.95,22.05,
2015 / 08,Staten Island,468730,5.69,1.7,59.7,0,26.09,30.5,21.68,
2015 / 09,Staten Island,468730,5.69,2,83.3,0,23.58,28.13,19.03,
2015 / 10,Staten Island,468730,5.69,2.3,99.4,0,14.47,18.57,10.38,
2015 / 11,Staten Island,468730,5.69,2.2,51.2,0,11.55,15.18,7.92,
2015 / 12,Staten Island,468730,5.69,2.3,120,0,10.44,13.5,7.37,
2016 / 01,Bronx,1385108,16.8,3.1,112.1,708,1.4,4.89,-2.09,
2016 / 02,Bronx,1385108,16.8,3.3,112,103,3.2,7.14,-0.73,
2016 / 03,Bronx,1385108,16.8,3,29.8,23,9.38,14.11,4.65,
2016 / 04,Bronx,1385108,16.8,2.7,41.1,0,11.86,16.8,6.91,
2016 / 05,Bronx,1385108,16.8,,95.4,0,17.11,21.45,12.76,
2016 / 06,Bronx,1385108,16.8,1.9,66,0,22.35,27.18,17.53,
2016 / 07,Bronx,1385108,16.8,1.8,178.3,0,25.93,30.14,21.73,
2016 / 08,Bronx,1385108,16.8,1.7,50.2,0,26.21,30.33,22.1,
2016 / 09,Bronx,1385108,16.8,2.2,71,0,22.11,26.13,18.09,
2016 / 10,Bronx,1385108,16.8,2.1,105.4,0,14.87,18.76,10.97,
2016 / 11,Bronx,1385108,16.8,2.3,137.5,0,9.87,13.66,6.07,
2016 / 12,Bronx,1385108,16.8,2.7,73.4,81,3.54,6.6,0.48,
2016 / 01,Brooklyn,2552911,30.97,3.1,112.1,708,1.4,4.89,-2.09,
2016 / 02,Brooklyn,2552911,30.97,3.3,112,103,3.2,7.14,-0.73,
2016 / 03,Brooklyn,2552911,30.97,3,29.8,23,9.38,14.11,4.65,
2016 / 04,Brooklyn,2552911,30.97,2.7,41.1,0,11.86,16.8,6.91,
2016 / 05,Brooklyn,2552911,30.97,,95.4,0,17.11,21.45,12.76,
2016 / 06,Brooklyn,2552911,30.97,1.9,66,0,22.35,27.18,17.53,
2016 / 07,Brooklyn,2552911,30.97,1.8,178.3,0,25.93,30.14,21.73,
2016 / 08,Brooklyn,2552911,30.97,1.7,50.2,0,26.21,30.33,22.1,
2016 / 09,Brooklyn,2552911,30.97,2.2,71,0,22.11,26.13,18.09,
2016 / 10,Brooklyn,2552911,30.97,2.1,105.4,0,14.87,18.76,10.97,
2016 / 11,Brooklyn,2552911,30.97,2.3,137.5,0,9.87,13.66,6.07,
2016 / 12,Brooklyn,2552911,30.97,2.7,73.4,81,3.54,6.6,0.48,
2016 / 01,Manhattan,1585873,19.24,3.1,112.1,708,1.4,4.89,-2.09,
2016 / 02,Manhattan,1585873,19.24,3.3,112,103,3.2,7.14,-0.73,
2016 / 03,Manhattan,1585873,19.24,3,29.8,23,9.38,14.11,4.65,
2016 / 04,Manhattan,1585873,19.24,2.7,41.1,0,11.86,16.8,6.91,
2016 / 05,Manhattan,1585873,19.24,,95.4,0,17.11,21.45,12.76,
2016 / 06,Manhattan,1585873,19.24,1.9,66,0,22.35,27.18,17.53,
2016 / 07,Manhattan,1585873,19.24,1.8,178.3,0,25.93,30.14,21.73,
2016 / 08,Manhattan,1585873,19.24,1.7,50.2,0,26.21,30.33,22.1,
2016 / 09,Manhattan,1585873,19.24,2.2,71,0,22.11,26.13,18.09,
2016 / 10,Manhattan,1585873,19.24,2.1,105.4,0,14.87,18.76,10.97,
2016 / 11,Manhattan,1585873,19.24,2.3,137.5,0,9.87,13.66,6.07,
2016 / 12,Manhattan,1585873,19.24,2.7,73.4,81,3.54,6.6,0.48,
2016 / 01,Queens,2250002,27.3,3.1,112.1,708,1.4,4.89,-2.09,
2016 / 02,Queens,2250002,27.3,3.3,112,103,3.2,7.14,-0.73,
2016 / 03,Queens,2250002,27.3,3,29.8,23,9.38,14.11,4.65,
2016 / 04,Queens,2250002,27.3,2.7,41.1,0,11.86,16.8,6.91,
2016 / 05,Queens,2250002,27.3,,95.4,0,17.11,21.45,12.76,
2016 / 06,Queens,2250002,27.3,1.9,66,0,22.35,27.18,17.53,
2016 / 07,Queens,2250002,27.3,1.8,178.3,0,25.93,30.14,21.73,
2016 / 08,Queens,2250002,27.3,1.7,50.2,0,26.21,30.33,22.1,
2016 / 09,Queens,2250002,27.3,2.2,71,0,22.11,26.13,18.09,
2016 / 10,Queens,2250002,27.3,2.1,105.4,0,14.87,18.76,10.97,
2016 / 11,Queens,2250002,27.3,2.3,137.5,0,9.87,13.66,6.07,
2016 / 12,Queens,2250002,27.3,2.7,73.4,81,3.54,6.6,0.48,
2016 / 01,Staten Island,468730,5.69,3.1,112.1,708,1.4,4.89,-2.09,
2016 / 02,Staten Island,468730,5.69,3.3,112,103,3.2,7.14,-0.73,
2016 / 03,Staten Island,468730,5.69,3,29.8,23,9.38,14.11,4.65,
2016 / 04,Staten Island,468730,5.69,2.7,41.1,0,11.86,16.8,6.91,
2016 / 05,Staten Island,468730,5.69,,95.4,0,17.11,21.45,12.76,
2016 / 06,Staten Island,468730,5.69,1.9,66,0,22.35,27.18,17.53,
2016 / 07,Staten Island,468730,5.69,1.8,178.3,0,25.93,30.14,21.73,
